reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,Sentimen
fac6b55b-62c3-4899-b5d4-3901c992a5b1,Alfiyan Wildan,https://play-lh.googleusercontent.com/a/ACg8ocLWlxi7q5l1SAo-6ENUmdi-8MKDcygwp2KmWFWB6C0CWBoLkg=mo,"Tolong aplikasinya di kondisikan, jumlah penumpang suka eror, kadang tulisannya 0 tapi malah full, kadang penumpangnya dikit tapi di aplikasinya berjumlah 64 , bikin bingung",4,18,1.2.0,2024-10-23 8:37:40,,,1.2.0,NEGATIF
75922fa5-0be7-4e35-9c36-7311cea3ae46,And Reas,https://play-lh.googleusercontent.com/a/ACg8ocIte8ufMO2MFiC9yJNELBriF7WYrR2pGGZWZ1p99kyNgqj3QA=mo,Mantaaaffff,5,0,,2024-10-22 13:18:54,,,,POSITIF
c3b52279-24ae-4ea4-99bb-375245d50ad4,Aka Editor,https://play-lh.googleusercontent.com/a-/ALV-UjVDynXaKGbOn9humjh0uxwSgkKR2UK9iBA_prfQ_ZJvfqF3Qdo,Kapan lewat Kwanyar Bangkalan min ?,5,0,1.2.0,2024-10-21 21:01:02,,,1.2.0,NETRAL
761fcb86-b0aa-4ddb-9fbd-c4595537f895,Zahur Elit,https://play-lh.googleusercontent.com/a/ACg8ocLbYUb7KZFkaYQtPZOlHezC4BJ7a0bR0X9xf89blKPK1y7X0Q=mo,"Belum naik, mau coba naik",5,0,1.2.0,2024-10-19 16:37:26,,,1.2.0,POSITIF
ef2e6585-4b97-4866-9eed-57fd26f7f72e,faizah binar,https://play-lh.googleusercontent.com/a/ACg8ocI9fpRT9C-Q4DoVZ4_VA2vFIhFiM2sBNcY-IM5sXvY6fHNX0A=mo,Mohon penumpang dengan barang bawaan yg banyak diperbolehkan bayar untuk 2 seat (1 seat untuk barang bawaannya),5,0,1.2.0,2024-10-18 12:16:34,,,1.2.0,NETRAL
9882d1aa-590b-47c6-9dbf-e960516f8635,haseo light,https://play-lh.googleusercontent.com/a-/ALV-UjUvPme7lYRbQ2T_BGBDCNcC14vY7kxJcILhtDlMSummFOzgK6A,"Klo bisa sampe malang om, d tempat sekrang malah bnyak yg kluyuran naik trns jatim hanya untuk ngopi",5,1,1.2.0,2024-10-17 12:31:34,,,1.2.0,POSITIF
3a92cc60-76c9-47b7-869f-5535be2b604b,Brama Kumbara,https://play-lh.googleusercontent.com/a-/ALV-UjXAhyreCGai0gZtmdBoUJ1cZlZ_pZSYHnjpv1-DgcVXVcCCFvQ,Mohon ditambahkan halte / shelter dijalan kenjeran dari arah suramadu..didepan makan WR atau depan rangkah gang 2 atau depan BRI. TERIMA KASIH,4,0,1.2.0,2024-10-17 3:04:52,,,1.2.0,POSITIF
9059f8cf-42a0-4d1b-9ab8-58c9d3c81189,Abdullah Abdullah,https://play-lh.googleusercontent.com/a/ACg8ocLohdSyZUndczJ5uku3W7bZUHfE4DlHb8-9vR_PMpdwFGUDxQ=mo,Kenapa tdk ada yg dr timur ya...saya dr galis...,2,0,1.2.0,2024-10-17 2:31:17,,,1.2.0,NETRAL
fc5c4885-26b7-4af6-8e83-58a384633141,Samas Thoriq,https://play-lh.googleusercontent.com/a-/ALV-UjVu3qQExX5-yYjWlB4s80Dt7PCF5nupZ4GW-YnVPvaalsNjpaXg,"Menyusahkan pengguna, kemunduran dalam trasportasi tidak bisa transit. Semoga K2 semakin sepi biar pemangku kebijakan bisa melek melihat kondisi",4,0,1.1.3,2024-10-17 1:24:52,,,1.1.3,NEGATIF
6c41cbc7-6ffb-4de2-98ff-03ed978bb656,Duapuluh Channel,https://play-lh.googleusercontent.com/a-/ALV-UjUVXDWB-DtSXnz-y9W35R9DBKtffHnaYvsdl0nd5JhMMoXh3peT,"Ini pengalaman pertama saya naik Trans Jatim. Transportasinya nyaman dan petugasnya ramah. Sayangnya saya harus berdiri karena kursinya sudah penuh. Mohon armada yg kosong diberdayakan, sehingga banyak bus yg jalan maka penumpang yg tidak kebagian kursi bisa menunggu armada bus yg selanjutnya. Semoga ke depannya menjadi transportasi umum yg lebih baik.",3,5,1.2.0,2024-10-16 8:26:09,,,1.2.0,POSITIF
67acc695-8b5b-4139-9a9f-a01f560ab8db,Ipansyah Anwari,https://play-lh.googleusercontent.com/a-/ALV-UjX8lwCcq19BgKD5_ibms-nKjYu_9whIaK734sMWPpIVCacdRjWM,Tolong di dekat SPBU Kedung cowek di kasih rambu naik/turun Soalnya jauh kalau mau ke Selter Kedung cowek 2,5,0,1.2.0,2024-10-15 23:27:02,,,1.2.0,NEGATIF
78229cf9-895a-4b55-83a0-12463f5adfd6,Ahmad Romadhoni,https://play-lh.googleusercontent.com/a/ACg8ocJ0LQrBB7hFiYt95sXZ_fWSnxsdZZ25GqiieW0Av0xC5x0rYg=mo,"Semoga semakin maju transportasi transjatim , terbaik dah",5,0,1.2.0,2024-10-14 6:09:36,,,1.2.0,POSITIF
0352234c-bee3-470a-8b90-705987959243,azril fawwaz almasyhuri,https://play-lh.googleusercontent.com/a/ACg8ocLZq7P2hh8EdfBMetsE7uc9C1JrT5IrQcqGiOqv-ZsnKMN66Q=mo,keren,5,0,1.2.0,2024-10-10 3:34:21,,,1.2.0,POSITIF
35c71cc4-c315-4632-977c-443f57839235,Agus Mintuk,https://play-lh.googleusercontent.com/a-/ALV-UjUFNA5HxK4M6v2EvTxB3X16w-0ghL3yz3rn-nwX0DQ4Coka2Wx48A,Aplikasi ini sangat membantu dalam transportasi publik,5,0,1.2.0,2024-10-09 8:21:55,,,1.2.0,POSITIF
81ceedff-4a3a-4c50-9dde-abb387199183,Sakera Creative,https://play-lh.googleusercontent.com/a-/ALV-UjX94RTslutK1y29qBnKqPyoEnwjS0tzyRRgVDq-Nf70tNNDiCJa,Alhamdulillah... Rute SBY - Bangkalan dan sebaliknya sudah bisa diakses. C anak saya kalau pulang dari sekolah di malang bisa langsung terkoneksi hingga bangkalan kota. Makasih,5,0,1.2.0,2024-10-04 13:04:27,,,1.2.0,POSITIF
3bfeb92c-1ac9-4522-be26-684d264363ae,khansa Nugraha,https://play-lh.googleusercontent.com/a-/ALV-UjUzJ9OyUpWfA04hzXcKM2pbRkTe1Gfrc-tg74jYuuJGlszG-y6S,Untuk melacak kendaraan terdekat masih kurang baik. Tolong di tingkat kan lagi,3,0,1.2.0,2024-10-04 13:00:11,,,1.2.0,NEGATIF
9644e555-9a45-44e0-8305-daa003d0d2f1,TOYYIB FNU,https://play-lh.googleusercontent.com/a/ACg8ocLCzKrDqzcZbemVu-ehlBg4V3uejWlQI9KWB3RnIdMrBVdQY6c=mo,"Sangat membantu utk mengurangi arus lalu lintas, Semoga operasionalnya berjalan dengan lancar dan utk Pemerintah/Dishub Bangkalan tolong bus trans Bangkalan - Tanjung Bumi PP dipasang tracking juga supaya masyarakat dari Tanjung bumi ke Bangkalan PP tau posisi bus berada di mana. Apakah ada APK nya juga utk bus rute Bangkalan - Tanjung bumi? Terima kasih semoga bermanfaat utk masyarakat luas.",5,0,1.2.0,2024-10-04 9:37:36,,,1.2.0,POSITIF
87c8da9b-f110-477c-b90f-f2e16095a496,Saga Rangga,https://play-lh.googleusercontent.com/a-/ALV-UjWq5JaP_NiD_rIUZGTeSXFkTSS1Cc0oPoYebxqH0ncbuIkDv9o,Sangat bergun. Semogabisa di tingkatlan pelayanannya dan semoga seluruh rute di jawa timur bisa tercover.,5,0,1.2.0,2024-10-04 4:05:15,,,1.2.0,POSITIF
ef59457b-1ca7-4ef0-af13-1de3937049e9,AE Gas,https://play-lh.googleusercontent.com/a-/ALV-UjVZCaMjnR7a0ohw_FEpM_DvR2BoxEQDJnkVNetSI5y_-Zszm40B,Terimakasih sudah membantu wong cilik,5,0,1.2.0,2024-10-04 3:55:29,,,1.2.0,POSITIF
43ba5f88-f076-4865-8d45-ed131cd0b75c,Ilham Firdaus Mubarok,https://play-lh.googleusercontent.com/a-/ALV-UjVx27PZrrTfnQSV9LIVqyNMIlmoJ044OD1ceB7SDur8vOoco1cF,Sangat cocok untuk penumpang bus online,5,0,,2024-10-03 5:11:11,,,,POSITIF
4b4627be-301a-49f7-b54e-40758906f9f6,Muhammad Binvin,https://play-lh.googleusercontent.com/a-/ALV-UjVw_LjIEzKxZhLQfmIqfHM4V6w9gG-ZPF8Pd35uQEq2UmZCqHk,Bagus.,5,0,,2024-10-02 6:08:00,,,,POSITIF
a5316291-574c-4add-a80f-c98118076da2,SQUAD PKH BLEGA CHANNEL,https://play-lh.googleusercontent.com/a-/ALV-UjXmmpHNYzqQRhV4noia5-VoBqD9ZKYghMYNXLP41sxgFeo5ZKnD,mantap banget,5,0,1.2.0,2024-10-01 7:54:14,,,1.2.0,POSITIF
70dca544-fb37-43f6-8705-c972f0395367,Ams Samosir,https://play-lh.googleusercontent.com/a-/ALV-UjXF5jQELUDpvlACQORze4CmpeJVITCtTf742k5VicOb7BiBLcqr,ide.a mantap sihh tinggal penyuluhan.a ke masyarakat *dari warga Bangkalan,5,0,1.2.0,2024-10-01 4:14:42,,,1.2.0,POSITIF
6309e148-3b68-4803-bc71-adf83815a9b0,putri tsaabitah,https://play-lh.googleusercontent.com/a-/ALV-UjXt0dRR-DRr1_7pYai6ZjWPIpx7SFEjH7Gbhn84KDc6Doeu1Jkcxw,"Antara aplikasi dan aktualnya tidak sinkron. Di aplikasi tertulis masih terisi 1 penumpang, kenyataannya sudah full dan tinggal yg berdiri. Untuk aplikasi transportasi publik ini sedikit mengecewakan.",3,10,1.2.0,2024-09-28 1:38:52,,,1.2.0,NEGATIF
eba81250-626a-4fa4-8127-7275b9f72d28,IDRIS LAMONGAN,https://play-lh.googleusercontent.com/a-/ALV-UjXsT970dv-RVMPMvziJDNRn1L_wfFrZTiktHd7CNDXl14MnlGA,Semoga Transjatim membuka rute Tuban - Mojokerto (Via Paciran - Karanggeneng - Lamongan Kota),4,0,1.2.0,2024-09-26 23:15:59,,,1.2.0,POSITIF
3a00dc11-d9ab-434e-83be-7df1e84a1636,Cik kemas Muhaimin,https://play-lh.googleusercontent.com/a-/ALV-UjV0GZjL0Hur1ABtZckrOz7COrnO9nWS3aqAeykJ3jAtn8vU3Xs,Murah dan terjangkau,5,0,1.2.0,2024-09-21 8:06:14,,,1.2.0,POSITIF
37fed096-6725-443e-8de2-89ec9c0c61bb,Robby Bagus A,https://play-lh.googleusercontent.com/a-/ALV-UjUwqMq2e7EIe-MB66OTtNuj36FJ0EA6_KRej6BiE8MyzszCYQDe,"Di aplikasi terakhir sampai jam 9,kenyataan nya jam 7 pas udah armada terakhir,kecewa",1,3,1.2.0,2024-09-19 13:20:56,,,1.2.0,NEGATIF
4a3678ba-a24e-45be-8ac6-061e7aad6479,Arya Priambodo,https://play-lh.googleusercontent.com/a-/ALV-UjUkkowYCmzuTumh9suIHjrWeTHWAYqX_Kqnl5I0qXB_LkygI_rW5g,Mantab,5,0,1.2.0,2024-09-17 7:47:04,,,1.2.0,POSITIF
b673ff55-0e62-4f19-b4f2-02d5f93070af,M Ilham W,https://play-lh.googleusercontent.com/a-/ALV-UjVNynm1KdEQzL50LwTdwkqFKJQdJs6ddGVdwgugWiD_eIwRfLGE,"PERBANYAK ARMADA GRESIK-LAMONGAN, MASAK SELALU OVERLOAD",1,0,,2024-09-16 9:08:30,,,,NETRAL
435013b3-7bb6-43da-8010-859958689263,Rahma Nurhakmi,https://play-lh.googleusercontent.com/a-/ALV-UjVd3GaoUXiIllyGU_M-KZ_DpdX0RltGXQsk8rqXfock_OJyPTRGjQ,Aplikasi milik pemda kenapa ga kerjasama dg QRIS atau bank BUMN? Ribet banget harus unduh astrapay segala,4,0,1.2.0,2024-09-16 5:04:24,,,1.2.0,NEGATIF
66df03d4-9eb4-4416-a05f-98961243a623,Mimosa Pudica,https://play-lh.googleusercontent.com/a-/ALV-UjUzPATrIuFqW7a1GvPiERWgIfP1t1NsjG0HmhoyL7mO5T30Dzk,"Rute Sby - Mojokerto banyak. tp rute sebaliknya, mojokerto-sby susah banget. lama. lihat di aplikasi banyak yg berhenti di terminal mojokerto dan krian lama sekali",5,0,,2024-09-16 2:13:12,,,,NEGATIF
5162a9a4-92e4-49cb-8b76-cc7b34ceb6b8,Luthfi Aja,https://play-lh.googleusercontent.com/a/ACg8ocKBUKxTDtR8K5yRp4blkUsAqjiJ7ohysL5895oyYHeUF3ryGg=mo,Antri gresik paciran ricuh min,1,0,,2024-09-13 12:09:16,,,,NEGATIF
42bd672f-fa6a-498b-8415-fe1361cfb30c,Syafik Murtadlo,https://play-lh.googleusercontent.com/a/ACg8ocJnp7nzOMNHtegaNBRRIQoWh9K6rQAnv4QVBhJ4ylri8l2pqA=mo,mau nanya nih apakah naik dari halte porong trus turunnya di halte suncity bisa? apakah turunnya harus di terminal bungur semua meskipun tujuannya ke suncity?,5,1,1.2.0,2024-09-08 4:36:16,,,1.2.0,NETRAL
c754b896-e54d-4c53-a568-d11abc73741b,Yuni Astutik,https://play-lh.googleusercontent.com/a/ACg8ocI_OtN7g-5q0N1IvYJ0A00ys0apxWdCNJ2Zkxz5HDWuDMvs0Q=mo,Petugas Ramah dan sangat membantu,5,0,1.2.0,2024-09-04 7:38:11,,,1.2.0,POSITIF
0739726a-6630-4125-b2f5-ae3c44b9f52d,Febrian Achmad,https://play-lh.googleusercontent.com/a-/ALV-UjUxKY-poTkc4UhLa11tqtQeKC6-heBs1F0DyplQ3iVyWgubdC-n,"Usul , mohon di berikan aturan baru. Penumpang di larang membawa barang berlebihan, koper atau barang lainya. Karena seharusnya barang barang besar di bagasi bukan posisi penumpang, secara tidak langsung mengganggu penumpang yanh di dalam bus",5,73,1.2.0,2024-09-02 8:03:29,,,1.2.0,NETRAL
09707ba3-67c3-442f-8733-5c9de8e6b9fb,Awlia Rakhma,https://play-lh.googleusercontent.com/a-/ALV-UjXMARuAGgpNf_68Q7_xHYoZZeHl3uwD_qQAK8IFaRTdL42tQoh-,"DIMOHON UNTUK ARAH SBY-GRESIK HARAP UNTUK DITAMBAH UNIT BUS NYA, KASIAN YANG PUNYA ASMA BERDESAKAN TERUS BEDASARKAN YANG SAYA ALAMI PP SBY-GRESIK HANYA BUS ARAH SBY-GRESIK YANG RAME PENGUNJUNG",5,0,1.2.0,2024-09-02 4:58:17,,,1.2.0,NEGATIF
8e6337e8-40bc-47ca-bc25-1aeb6bd2df9c,Erixen “Rex”,https://play-lh.googleusercontent.com/a-/ALV-UjVq7EhOcp1u9nqb7umHN94fVgWekNmpSXbehDM7l5vM_gxxU64,"Gila Ngeleg amat nih Aplikasi. Jaringan Wifi Lancar bnget buat buka yg lain,tpi buka ini Aplikasi dr tadi muter² aja teros",1,0,1.2.0,2024-08-30 22:42:10,,,1.2.0,NEGATIF
5745de6b-eb6d-40f8-8730-1a3c7d3d60a2,Ubayu yahya,https://play-lh.googleusercontent.com/a-/ALV-UjXbeRNtt-F7R9W51FveMS2ItQombm_gqMJAggSWqxfM9lKzwtwI,Hp Ibu saya jatuh di dalam bis jurusan SBY Gresik. Alhamdulillah masih rejeki karena diamankan pramugari yang sedang bertugas. Terimakasih. Good job to all of the TransJatim's crews ,5,0,1.2.0,2024-08-29 6:08:42,,,1.2.0,POSITIF
c6b4e2a9-e993-4513-9276-4f7d2194b214,Ade nur Falah,https://play-lh.googleusercontent.com/a/ACg8ocIWhZyW2QNm2Bc-eyu20nV3jbid19vdLwPSGkveC6xavZgAFg=mo,"Keren tapi kadang bis nya telat tapi is ok lah ya, oh ya kok nggak ditambah lagi bis nya kok kayaknya terlalu sedikit",5,25,1.2.0,2024-08-28 23:26:51,,,1.2.0,NEGATIF
6fe13d67-8867-49eb-b632-f94aaa7e4dac,Rukyatul Khoiroh,https://play-lh.googleusercontent.com/a/ACg8ocJCxx9oiGM8D_W9EI4RvJ_FbRbmBzKMIzqPUni36tTPzVHNKg=mo,Bagus sekaliii,5,0,,2024-08-21 23:20:42,,,,POSITF
2738931c-ab82-4d89-aa24-f70972fdb0a7,Dita Nur,https://play-lh.googleusercontent.com/a-/ALV-UjVqcX8SkZM5UoEQYmNbFVSGv8nZKRBbU1JfjbLBFEXJg4hz1Y7G,"sangat disayangkan kenapa bus trans katim koridor 2 tidak ada rute melewati bungurasih. jadinya sangat ribet. mau patkir sepeda motor di halte juga gak bisa. minta bantuannya agar kebijakan itu ditinjau kembali, utamakan masyarakat yang menggunakam transportasi umum dipermudah aksesnya jgn malah dipersulit hanya karena di area tsb masih banyak len/ojek.",1,1,1.1.5,2024-08-20 16:37:16,,,1.1.5,NEGATIF
3db8416a-883d-49c9-8401-34f0912e5180,Gaga Gag,https://play-lh.googleusercontent.com/a-/ALV-UjVhaonWGg-2KsKvu0xSHXuBxFbKGNyQFa_ZiyoggjpyD3AjSu3R,murah tapi bisnya santai banget kurang cepet,5,1,1.2.0,2024-08-19 10:05:41,,,1.2.0,NEGATIF
584300c2-7cad-404d-b375-716018bbd707,Muhammad Nabil Robbayani,https://play-lh.googleusercontent.com/a-/ALV-UjVgw1Mz8GYO5dqORo057_ZFZwHtFsEzm9YaSuxbDdZtsjsxjv9R,Semenjak ada Trans jatim perjalanan yang jauh jadi lebih murah dan ekonomis serta aplikasi yang baik,5,0,,2024-08-17 10:21:02,,,,POSITIF
37338ac4-82d3-4b09-97a2-b63a62e2a352,Azz Afifa,https://play-lh.googleusercontent.com/a-/ALV-UjWBpg680-T2dUA05h4rN3T49YNkjaUhMghdQ509W612YYlLwhs,Aplikasi yang bagus.. tapi belum berguna buat aku yang tinggal di babat lamongan jadi aku hapus dulu aplikasinya..,5,2,1.2.0,2024-08-11 16:57:34,,,1.2.0,POSITIF
35fcd410-dfe5-40b8-b391-305a7102ea9d,Muhamad Ahnan,https://play-lh.googleusercontent.com/a-/ALV-UjVg6zhSf81UeXSnO9u2iztcuQTIrqDSXUarw6RM7JtiOM_Ez_0,"Terima kasoh sudah memberi kemudahan untuk mengakses update info lokasi rute dll,semoga kedepannya menjadi lebih baik",5,1,1.2.0,2024-08-10 9:35:07,,,1.2.0,POSITIF
6be5506d-f1e4-4ccb-8261-e45038c324ea,Haris M,https://play-lh.googleusercontent.com/a-/ALV-UjVvJghzayGlRHpHZnK25XuDjn-idUlOwTXdw0hOeu_9fJCzOYkpyg,"Untuk GRESIK-LAMONGAN harap di tambah lagi halte nya. Jarak penempatan halte Dari sekapuk ke dalegan cukup jauh. Kami masyarakat yg tinggal sekitar desa Wotan,petung sampai ke selatan cukup keberatan",4,19,1.2.0,2024-08-10 3:12:15,,,1.2.0,NEGATIF
0f707b75-cba3-48b1-8ad7-837850ff67df,Dwi Satria W.,https://play-lh.googleusercontent.com/a-/ALV-UjXekfyrC6LQimyvYkjUoHvWQGbiVgXD1HdM9fK68XzqDDZ8yy19,Apakah sudah ada bus yang beroprasi dari pelabuhan paciran ke arah gresik atau sebaliknya?,5,0,1.2.0,2024-08-10 0:07:05,,,1.2.0,NEGATIF
53d684f4-6299-4837-9914-ed1946ea3711,moh zuhri,https://play-lh.googleusercontent.com/a-/ALV-UjVEOhov9uZGev8qU5jkLjTtUHwJICVSnuErmz3FiSMHk-YYmR4w,Siip,5,0,1.1.5,2024-08-09 11:23:07,,,1.1.5,POSITIF
440f47f6-5f91-4691-bd32-97b7dc38d4e1,Farida Andiani27,https://play-lh.googleusercontent.com/a-/ALV-UjXppleUGqXyXwCwr5rRDBQ4OcGoEOs3k4YLjZednZknwtMDaYnY,Mantap sekali ... Baru pertama kemaren aku gunain transjatim dari terminal bunder ke terminal Bungurasih  Joss gandos ... Pulang pergi aku dapet Duduk sambil pangku anak aku  pelayanan juga top markotop .... Ditunggu koridor 4 arah ke Paciran Lamongan ,5,0,1.1.5,2024-08-08 20:29:18,,,1.1.5,POSITIF
791d3d72-3ca5-4551-82ce-f5fb33b813a5,Muhammad Nur Kubro,https://play-lh.googleusercontent.com/a/ACg8ocJa683l1kiwmgCPytvKxgBGS5WamhoYn4pVAhGzbwvoYTQXfA=mo,01 /08/2024 saya nunggu dihalte Siwalankerto 2 dari jam 20.15 Sampek jam 21.30 tidak ada armada bus trans Jatim yg merapat kalah sama armada bus Suroboyo masih ada yg merapat dihalte Siwalankerto 2 meski jam diatas 21.00,1,0,,2024-08-01 14:31:22,,,,NEGATIF
35ce9c00-d01e-4206-bffe-eeff03d8ec0f,Cicit Pencit,https://play-lh.googleusercontent.com/a/ACg8ocIiWl-cp-irnKWIa9eae37XUGSyYU-quLK_GvWvXRLgX4CfLA=mo,MINTA TOLONG DAERAH KEMASAN KRIAN DIKASIH HALTE 1 KARNA JARAK DARI HALTE BYPASS TIMUR - TERMINAL KRIAN TERLALU JAUH TERIMAKASIH,4,0,1.1.5,2024-07-30 8:30:36,,,1.1.5,NETRAL
9a3e12b0-73eb-4e31-8d6a-2cefae8a6581,rafli syahputra,https://play-lh.googleusercontent.com/a-/ALV-UjVyeE3C_bkS_5G4sCOjZZ99IxHwhrAB2ih42W2x63MU90tL_AE,"Tolong dong armadanya di tambahin dan rutenya seperti trawas,mojokerto,ini yang masih kurang tolong dibaca yang mengelola aplikasi ini",2,0,1.1.5,2024-07-29 6:42:33,,,1.1.5,NETRAL
8d0690e7-4c87-4da2-8ff8-804527720a0b,Muhammad Farul rijal,https://play-lh.googleusercontent.com/a-/ALV-UjXJgbc4x9QceNU5dy_yMoak-JlppSZJhFKP435yRMgH3msI1DiT,Aplikasi nya sangat bagus sekali,5,0,1.1.5,2024-07-21 4:22:20,,,1.1.5,POSITIF
dfde5781-9716-4822-ac5e-2412d5d9487e,DimassS •,https://play-lh.googleusercontent.com/a/ACg8ocLLh0DWr-TYp6UX3pV-1OCFZll7TtMvaYUn8KXG8VCQBThiQjk=mo,maaf masih suka lag saat buku rute ketanya koneksi internet terganggu. padahal lancar2 saja internet saya,3,0,1.1.5,2024-07-16 7:08:21,,,1.1.5,NEGATIF
